Country,Year,GDP per capita,Country ISO,Continent
Oman,2020,16707.622996017682,OMN,Asia
Pakistan,1990,447.6592351640052,PAK,Asia
Pakistan,1995,580.435372447245,PAK,Asia
Pakistan,2000,497.93336939784484,PAK,Asia
Pakistan,2005,675.0415112383187,PAK,Asia
Pakistan,2010,940.8873047942847,PAK,Asia
Pakistan,2015,1407.8792877840208,PAK,Asia
Pakistan,2020,1292.9419365975652,PAK,Asia
Palau,1990,5154.553651997646,PLW,Oceania
Palau,1995,6414.703817769771,PLW,Oceania
Palau,2000,7494.322214336409,PLW,Oceania
Palau,2005,9315.604356815087,PLW,Oceania
Palau,2010,9883.08052858684,PLW,Oceania
Palau,2015,15760.245756996741,PLW,Oceania
Palau,2020,14013.777487202315,PLW,Oceania
Panama,1990,2520.2356091997935,PAN,Latin America and the Caribbean
Panama,1995,3382.729071116434,PAN,Latin America and the Caribbean
Panama,2000,3933.730809656162,PAN,Latin America and the Caribbean
Panama,2005,4753.394356338486,PAN,Latin America and the Caribbean
Panama,2010,8204.207054443115,PAN,Latin America and the Caribbean
Panama,2015,14029.837338666533,PAN,Latin America and the Caribbean
Panama,2020,13293.333204948962,PAN,Latin America and the Caribbean
Papua New Guinea,1990,1284.9072024866996,PNG,Oceania
Papua New Guinea,1995,1584.8138628170282,PNG,Oceania
Papua New Guinea,2000,960.227151369293,PNG,Oceania
Papua New Guinea,2005,1131.763394768092,PNG,Oceania
Papua New Guinea,2010,1879.240442582041,PNG,Oceania
Papua New Guinea,2015,2502.0616158554603,PNG,Oceania
Papua New Guinea,2020,2446.0846950197156,PNG,Oceania
Paraguay,1990,1483.6287247191594,PRY,Latin America and the Caribbean
Paraguay,1995,2267.6866799642166,PRY,Latin America and the Caribbean
Paraguay,2000,1792.4774980522238,PRY,Latin America and the Caribbean
Paraguay,2005,2064.355495545129,PRY,Latin America and the Caribbean
Paraguay,2010,4725.726374281985,PRY,Latin America and the Caribbean
Paraguay,2015,5861.401895467382,PRY,Latin America and the Caribbean
Paraguay,2020,5353.348049243037,PRY,Latin America and the Caribbean
Peru,1990,1317.053841507793,PER,Latin America and the Caribbean
Peru,1995,2182.953649789488,PER,Latin America and the Caribbean
Peru,2000,1941.262634551967,PER,Latin America and the Caribbean
Peru,2005,2702.941442295531,PER,Latin America and the Caribbean
Peru,2010,5047.204643322495,PER,Latin America and the Caribbean
Peru,2015,6180.118799373945,PER,Latin America and the Caribbean
Peru,2020,6063.626579801671,PER,Latin America and the Caribbean
Philippines,1990,820.4871803100558,PHL,Asia
Philippines,1995,1222.2925312981174,PHL,Asia
Philippines,2000,1073.2644361933176,PHL,Asia
Philippines,2005,1245.286591228443,PHL,Asia
Philippines,2010,2201.776819338631,PHL,Asia
Philippines,2015,2974.2969204688247,PHL,Asia
Philippines,2020,3224.422811048932,PHL,Asia
Poland,1990,1735.2214453940414,POL,Europe
Poland,1995,3705.375839472414,POL,Europe
Poland,2000,4472.743715832529,POL,Europe
Poland,2005,7936.1939964156845,POL,Europe
Poland,2010,12324.591635483272,POL,Europe
Poland,2015,12375.417766664923,POL,Europe
Poland,2020,15598.96623247491,POL,Europe
Portugal,1990,7866.049323331267,PRT,Europe
Portugal,1995,11751.799629637017,PRT,Europe
Portugal,2000,11485.769845669516,PRT,Europe
Portugal,2005,18737.00697482217,PRT,Europe
Portugal,2010,22466.17863430485,PRT,Europe
Portugal,2015,19228.705242711523,PRT,Europe
Portugal,2020,22240.006840111088,PRT,Europe
Puerto Rico,1990,8757.368131055688,PRI,Latin America and the Caribbean
Puerto Rico,1995,11672.615022293166,PRI,Latin America and the Caribbean
Puerto Rico,2000,16348.962551618612,PRI,Latin America and the Caribbean
Puerto Rico,2005,22050.511197172345,PRI,Latin America and the Caribbean
Puerto Rico,2010,26461.3673982402,PRI,Latin America and the Caribbean
Puerto Rico,2015,29558.363725522435,PRI,Latin America and the Caribbean
Puerto Rico,2020,31523.42427047125,PRI,Latin America and the Caribbean
Qatar,1990,16664.831743792518,QAT,Asia
Qatar,1995,15797.691252379653,QAT,Asia
Qatar,2000,27494.77133201862,QAT,Asia
Qatar,2005,52468.45148992116,QAT,Asia
Qatar,2010,73021.34653321786,QAT,Asia
Qatar,2015,66984.91020058091,QAT,Asia
Qatar,2020,52315.66007833315,QAT,Asia
Republic of Korea,1990,6422.611219964669,KOR,Asia
Republic of Korea,1995,12481.566791057268,KOR,Asia
Republic of Korea,2000,12314.527441521226,KOR,Asia
Republic of Korea,2005,19522.017909044447,KOR,Asia
Republic of Korea,2010,23437.731607055914,KOR,Asia
Republic of Korea,2015,28743.807492652963,KOR,Asia
Republic of Korea,2020,31716.12725367093,KOR,Asia
Republic of Moldova,1990,1063.6857557338483,MDA,Europe
Republic of Moldova,1995,475.32823192245695,MDA,Europe
Republic of Moldova,2000,363.6873414369281,MDA,Europe
Republic of Moldova,2005,896.3231892131927,MDA,Europe
Republic of Moldova,2010,1896.310407525237,MDA,Europe
Republic of Moldova,2015,2379.2322234946278,MDA,Europe
Republic of Moldova,2020,3737.8664465331576,MDA,Europe
Republic of North Macedonia,1990,1424.4161060883328,MKD,Europe
Republic of North Macedonia,1995,2372.537807320143,MKD,Europe
Republic of North Macedonia,2000,1851.3150028695165,MKD,Europe
Republic of North Macedonia,2005,3010.8847533412145,MKD,Europe
Republic of North Macedonia,2010,4492.804619475663,MKD,Europe
Republic of North Macedonia,2015,4774.522993530364,MKD,Europe
Republic of North Macedonia,2020,5855.338045047862,MKD,Europe
Romania,1990,1766.7997413500636,ROU,Europe
Romania,1995,1661.1199669754553,ROU,Europe
Romania,2000,1699.5414609583986,ROU,Europe
Romania,2005,4667.797103690127,ROU,Europe
Romania,2010,8361.322860564558,ROU,Europe
Romania,2015,8936.16455907602,ROU,Europe
Romania,2020,12928.81004957915,ROU,Europe
Russian Federation,1990,3878.645581977475,RUS,Europe
Russian Federation,1995,2708.010156716247,RUS,Europe
Russian Federation,2000,1781.2484796084925,RUS,Europe
Russian Federation,2005,5365.056748360417,RUS,Europe
Russian Federation,2010,10749.910242002896,RUS,Europe
Russian Federation,2015,9424.879817809895,RUS,Europe
Russian Federation,2020,10253.421743917661,RUS,Europe
Rwanda,1990,332.6563804064727,RWA,Africa
Rwanda,1995,216.30775488797758,RWA,Africa
Rwanda,2000,255.0284240317526,RWA,Africa
Rwanda,2005,324.92074952603855,RWA,Africa
Rwanda,2010,593.6939759068878,RWA,Africa
Rwanda,2015,732.2840481472524,RWA,Africa
Rwanda,2020,774.7159119826688,RWA,Africa
Saint Kitts and Nevis,1990,5346.472567655755,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,1995,7367.454410932672,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,2000,9622.737275010652,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,2005,12283.851534787862,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,2010,16427.621005390345,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,2015,20025.884851162104,KNA,Latin America and the Caribbean
Saint Kitts and Nevis,2020,18566.017846064864,KNA,Latin America and the Caribbean
Saint Lucia,1990,3910.7883523891837,LCA,Latin America and the Caribbean
Saint Lucia,1995,4851.08612931991,LCA,Latin America and the Caribbean
Saint Lucia,2000,5869.593651457099,LCA,Latin America and the Caribbean
Saint Lucia,2005,6770.03796953569,LCA,Latin America and the Caribbean
Saint Lucia,2010,8674.079057558158,LCA,Latin America and the Caribbean
Saint Lucia,2015,10291.194037058758,LCA,Latin America and the Caribbean
Saint Lucia,2020,7926.810746541048,LCA,Latin America and the Caribbean
Saint Vincent and the Grenadines,1990,2082.5064295495545,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,1995,2841.575318114197,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,2000,3760.0664637997806,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,2005,5176.121204788769,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,2010,6590.9919507094455,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,2015,7386.746638451151,VCT,Latin America and the Caribbean
Saint Vincent and the Grenadines,2020,8306.367572557649,VCT,Latin America and the Caribbean
Samoa,1990,685.2821372261207,WSM,Oceania
Samoa,1995,1152.1233333920793,WSM,Oceania
Samoa,2000,1291.3647928408432,WSM,Oceania
Samoa,2005,2368.243924158455,WSM,Oceania
Samoa,2010,3589.294132585839,WSM,Oceania
Samoa,2015,4055.413498336741,WSM,Oceania
Samoa,2020,3857.7799345305166,WSM,Oceania
San Marino,1990,35945.08090596311,SMR,Europe
San Marino,1995,40976.447563156085,SMR,Europe
San Marino,2000,42529.77925593879,SMR,Europe
San Marino,2005,68707.76651458221,SMR,Europe
San Marino,2010,67683.58719995074,SMR,Europe
San Marino,2015,42264.81061017315,SMR,Europe
San Marino,2020,45423.4066965599,SMR,Europe
Sao Tome and Principe,1990,942.7518231024168,STP,Africa
Sao Tome and Principe,1995,741.0388110049875,STP,Africa
Sao Tome and Principe,2000,504.2336416766344,STP,Africa
Sao Tome and Principe,2005,780.5156013803173,STP,Africa
Sao Tome and Principe,2010,1084.0902239125846,STP,Africa
Sao Tome and Principe,2015,1582.393807589251,STP,Africa
Sao Tome and Principe,2020,2179.1986303165895,STP,Africa
Saudi Arabia,1990,7339.903830878346,SAU,Asia
Saudi Arabia,1995,7578.642885690048,SAU,Asia
Saudi Arabia,2000,8795.260596418715,SAU,Asia
Saudi Arabia,2005,13462.822930004459,SAU,Asia
Saudi Arabia,2010,17958.94783133288,SAU,Asia
Saudi Arabia,2015,20442.366063158523,SAU,Asia
Saudi Arabia,2020,20398.060987371384,SAU,Asia
Senegal,1990,1065.3342686352682,SEN,Africa
Senegal,1995,730.4227851309324,SEN,Africa
Senegal,2000,618.1031514849124,SEN,Africa
Senegal,2005,1002.7882145334888,SEN,Africa
Senegal,2010,1285.3501362112786,SEN,Africa
Senegal,2015,1237.1955121649305,SEN,Africa
Senegal,2020,1492.475904203337,SEN,Africa
Serbia,1990,4072.5053966314663,SRB,Europe
Serbia,1995,2163.863659542708,SRB,Europe
Serbia,2000,1243.399405271992,SRB,Europe
Serbia,2005,3535.106715444172,SRB,Europe
Serbia,2010,5463.917961669594,SRB,Europe
Serbia,2015,5273.75102814597,SRB,Europe
Serbia,2020,7251.487930598299,SRB,Europe
Seychelles,1990,6267.664869708191,SYC,Africa
Seychelles,1995,8215.681301071854,SYC,Africa
Seychelles,2000,9328.615210154587,SYC,Africa
Seychelles,2005,10701.80255802556,SYC,Africa
Seychelles,2010,10669.388665898858,SYC,Africa
Seychelles,2015,14433.797378897323,SYC,Africa
Seychelles,2020,13067.815629112905,SYC,Africa
Sierra Leone,1990,203.28714076282645,SLE,Africa
Sierra Leone,1995,272.5534681446284,SLE,Africa
Sierra Leone,2000,187.7482443859356,SLE,Africa
Sierra Leone,2005,290.4095319934691,SLE,Africa
Sierra Leone,2010,400.52008609164875,SLE,Africa
Sierra Leone,2015,580.7572796858484,SLE,Africa
Sierra Leone,2020,493.43225243184696,SLE,Africa
Singapore,1990,12868.596513568997,SGP,Asia
Singapore,1995,24778.678928695088,SGP,Asia
Singapore,2000,23701.518143385103,SGP,Asia
Singapore,2005,29417.373726221413,SGP,Asia
Singapore,2010,46442.077822946485,SGP,Asia
Singapore,2015,54512.83031892426,SGP,Asia
Singapore,2020,58950.88874372338,SGP,Asia
Sint Maarten (Dutch part),2005,22479.037809099398,SXM,Latin America and the Caribbean
Sint Maarten (Dutch part),2010,27138.46517706659,SXM,Latin America and the Caribbean
Sint Maarten (Dutch part),2015,34000.3293178327,SXM,Latin America and the Caribbean
Sint Maarten (Dutch part),2020,28433.078783359815,SXM,Latin America and the Caribbean
Slovakia,1990,3202.060670311702,SVK,Europe
Slovakia,1995,3746.206778369971,SVK,Europe
Slovakia,2000,3853.5615616781342,SVK,Europe
Slovakia,2005,9120.390699647449,SVK,Europe
Slovakia,2010,16876.727540505126,SVK,Europe
Slovakia,2015,16382.349589891952,SVK,Europe
Slovakia,2020,19559.780543428507,SVK,Europe
Slovenia,1990,9155.856037715941,SVN,Europe
Slovenia,1995,10724.477316532802,SVN,Europe
Slovenia,2000,10225.678886667158,SVN,Europe
Slovenia,2005,18059.026865436495,SVN,Europe
Slovenia,2010,23410.07861579197,SVN,Europe
Slovenia,2015,20707.84770671545,SVN,Europe
Slovenia,2020,25374.710281029194,SVN,Europe
Solomon Islands,1990,642.0185682896409,SLB,Oceania
Solomon Islands,1995,1003.698900427252,SLB,Oceania
Solomon Islands,2000,953.8742825229053,SLB,Oceania
Solomon Islands,2005,1145.9013515875852,SLB,Oceania
Solomon Islands,2010,1661.9883046165046,SLB,Oceania
Solomon Islands,2015,2134.803680715053,SLB,Oceania
Solomon Islands,2020,2222.458689939725,SLB,Oceania
Somalia,1990,159.71977716985933,SOM,Africa
Somalia,1995,212.83747513247675,SOM,Africa
Somalia,2000,391.31011248753885,SOM,Africa
Somalia,2005,447.4171976952893,SOM,Africa
Somalia,2010,223.48760687362488,SOM,Africa
Somalia,2015,481.5207236390011,SOM,Africa
Somalia,2020,556.5695770022838,SOM,Africa
South Africa,1990,2926.4406368894265,ZAF,Africa
South Africa,1995,3904.324238264352,ZAF,Africa
South Africa,2000,3241.6612401947414,ZAF,Africa
South Africa,2005,5893.186767007748,ZAF,Africa
South Africa,2010,8059.562841113784,ZAF,Africa
South Africa,2015,6200.927055034655,ZAF,Africa
South Africa,2020,5753.0663578979775,ZAF,Africa
South Sudan,2010,1536.374978438322,SSD,Africa
South Sudan,2015,556.6101936744794,SSD,Africa
South Sudan,2020,396.62959971578243,SSD,Africa
Spain,1990,13796.073900434361,ESP,Europe
Spain,1995,15436.868183521106,ESP,Europe
Spain,2000,14650.294621859975,ESP,Europe
Spain,2005,26399.155391702978,ESP,Europe
Spain,2010,30505.421366437065,ESP,Europe
Spain,2015,25751.48531124479,ESP,Europe
Spain,2020,26985.349126929133,ESP,Europe
Sri Lanka,1990,545.774220345804,LKA,Asia
Sri Lanka,1995,841.3138136264987,LKA,Asia
Sri Lanka,2000,1018.9294011245261,LKA,Asia
Sri Lanka,2005,1419.7500347705918,LKA,Asia
Sri Lanka,2010,2836.9740978476543,LKA,Asia
Sri Lanka,2015,3990.3529960575183,LKA,Asia
Sri Lanka,2020,3888.566820264422,LKA,Asia
State of Palestine,1990,911.1529994460158,PSE,Asia
State of Palestine,1995,1251.4753288420309,PSE,Asia
State of Palestine,2000,1373.778087194908,PSE,Asia
State of Palestine,2005,1447.4500542613746,PSE,Asia
State of Palestine,2010,2425.0565717116892,PSE,Asia
State of Palestine,2015,3115.6304645171244,PSE,Asia
State of Palestine,2020,3094.3333676667794,PSE,Asia
Sudan,2010,1622.3966006439705,SDN,Africa
Sudan,2015,2198.871847994858,SDN,Africa
Sudan,2020,771.6205514371949,SDN,Africa
Suriname,1990,1821.3752591725997,SUR,Latin America and the Caribbean
Suriname,1995,1943.0211558748892,SUR,Latin America and the Caribbean
Suriname,2000,2414.7521709921884,SUR,Latin America and the Caribbean
Suriname,2005,4248.284057842061,SUR,Latin America and the Caribbean
Suriname,2010,8207.27007344321,SUR,Latin America and the Caribbean
Suriname,2015,8907.838127358196,SUR,Latin America and the Caribbean
Suriname,2020,6851.185420347507,SUR,Latin America and the Caribbean
Sweden,1990,30631.04827930125,SWE,Europe
Sweden,1995,30519.74470390164,SWE,Europe
Sweden,2000,29628.329765347502,SWE,Europe
Sweden,2005,43330.76158334732,SWE,Europe
Sweden,2010,52848.740231497875,SWE,Europe
Sweden,2015,51282.96107181875,SWE,Europe
Sweden,2020,52758.781922858085,SWE,Europe
Switzerland,1990,39598.28695385811,CHE,Europe
Switzerland,1995,50132.15649614718,CHE,Europe
Switzerland,2000,38875.89998253552,CHE,Europe
Switzerland,2005,56309.66739485161,CHE,Europe
Switzerland,2010,76555.57750324295,CHE,Europe
Switzerland,2015,83813.16690513866,CHE,Europe
Switzerland,2020,85893.3495464639,CHE,Europe
Syrian Arab Republic,1990,899.2551502486643,SYR,Asia
Syrian Arab Republic,1995,945.8856931458895,SYR,Asia
Syrian Arab Republic,2000,1205.9194652587275,SYR,Asia
Syrian Arab Republic,2005,1528.0731346445314,SYR,Asia
Syrian Arab Republic,2010,2748.3226938367343,SYR,Asia
Syrian Arab Republic,2015,1050.8488877626614,SYR,Asia
Syrian Arab Republic,2020,835.506526703237,SYR,Asia
Tajikistan,1990,524.0002449379225,TJK,Asia
Tajikistan,1995,205.90680877131652,TJK,Asia
Tajikistan,2000,137.2049430804881,TJK,Asia
Tajikistan,2005,333.7093077711885,TJK,Asia
Tajikistan,2010,740.2701988335667,TJK,Asia
Tajikistan,2015,970.3625996706943,TJK,Asia
Tajikistan,2020,852.3302295897907,TJK,Asia
Thailand,1990,1601.718385819067,THA,Asia
Thailand,1995,2848.6224901096994,THA,Asia
Thailand,2000,2004.1070422559649,THA,Asia
Thailand,2005,2876.2465135071943,THA,Asia
Thailand,2010,4996.372097600906,THA,Asia
Thailand,2015,5708.792900475734,THA,Asia
Thailand,2020,7001.787200877773,THA,Asia
Timor-Leste,1990,267.7579718403495,TLS,Asia
Timor-Leste,1995,507.9306394084172,TLS,Asia
Timor-Leste,2000,417.9217131927683,TLS,Asia
Timor-Leste,2005,476.89635236502556,TLS,Asia
Timor-Leste,2010,810.14160494485,TLS,Asia
Timor-Leste,2015,1322.92911338657,TLS,Asia
Timor-Leste,2020,1663.5596606140793,TLS,Asia
Togo,1990,530.729074165384,TGO,Africa
Togo,1995,388.5679450245215,TGO,Africa
Togo,2000,297.15962965933585,TGO,Africa
Togo,2005,447.96642832183494,TGO,Africa
Togo,2010,721.52542391272,TGO,Africa
Togo,2015,769.5606839771805,TGO,Africa
Togo,2020,871.0069339068929,TGO,Africa
Tonga,1990,1641.673313813374,TON,Oceania
Tonga,1995,2089.1273199085194,TON,Oceania
Tonga,2000,1860.9619123941916,TON,Oceania
Tonga,2005,2472.3282947852936,TON,Oceania
Tonga,2010,3457.2715831004557,TON,Oceania
Tonga,2015,3799.862960365079,TON,Oceania
Tonga,2020,4626.1780579893375,TON,Oceania
Trinidad and Tobago,1990,4223.845516233809,TTO,Latin America and the Caribbean
Trinidad and Tobago,1995,4301.265541899921,TTO,Latin America and the Caribbean
Trinidad and Tobago,2000,6461.061372344255,TTO,Latin America and the Caribbean
Trinidad and Tobago,2005,12362.659890662348,TTO,Latin America and the Caribbean
Trinidad and Tobago,2010,16666.51033891819,TTO,Latin America and the Caribbean
Trinidad and Tobago,2015,18509.230018931506,TTO,Latin America and the Caribbean
Trinidad and Tobago,2020,13705.99628414184,TTO,Latin America and the Caribbean
Tunisia,1990,1601.8335459984514,TUN,Africa
Tunisia,1995,2129.875009496791,TUN,Africa
Tunisia,2000,2170.5081429401703,TUN,Africa
Tunisia,2005,3106.5758318664375,TUN,Africa
Tunisia,2010,4043.200958109437,TUN,Africa
Tunisia,2015,3960.924128116005,TUN,Africa
Tunisia,2020,3497.7342105709145,TUN,Africa
Turkmenistan,1990,825.3599761761853,TKM,Asia
Turkmenistan,1995,518.1500744840915,TKM,Asia
Turkmenistan,2000,1079.484613775153,TKM,Asia
Turkmenistan,2005,2901.0538982121675,TKM,Asia
Turkmenistan,2010,4286.880505154138,TKM,Asia
Turkmenistan,2015,6251.978413465085,TKM,Asia
Turkmenistan,2020,7382.081027967274,TKM,Asia
Turks and Caicos Islands,1990,9045.240925783586,TCA,Latin America and the Caribbean
Turks and Caicos Islands,1995,12615.286471094629,TCA,Latin America and the Caribbean
Turks and Caicos Islands,2000,17042.431391378574,TCA,Latin America and the Caribbean
Turks and Caicos Islands,2005,24115.263929985413,TCA,Latin America and the Caribbean
Turks and Caicos Islands,2010,23103.94314741304,TCA,Latin America and the Caribbean
Turks and Caicos Islands,2015,25783.29410476764,TCA,Latin America and the Caribbean
Turks and Caicos Islands,2020,20882.261270214112,TCA,Latin America and the Caribbean
Tuvalu,1990,1038.880457032948,TUV,Oceania
Tuvalu,1995,1227.178285708208,TUV,Oceania
Tuvalu,2000,1435.3710350462281,TUV,Oceania
Tuvalu,2005,2187.18199467609,TUV,Oceania
Tuvalu,2010,2975.895631411844,TUV,Oceania
Tuvalu,2015,3327.554607276956,TUV,Oceania
Tuvalu,2020,4675.395969392798,TUV,Oceania
Türkiye,1990,3820.96193786322,TUR,Asia
Türkiye,1995,3933.077490892825,TUR,Asia
Türkiye,2000,4278.266534263873,TUR,Asia
Türkiye,2005,7369.43129178444,TUR,Asia
Türkiye,2010,10614.98456808314,TUR,Asia
Türkiye,2015,10851.920105595636,TUR,Asia
Türkiye,2020,8561.654284432467,TUR,Asia
Uganda,1990,245.52201774574834,UGA,Africa
Uganda,1995,345.6546400066901,UGA,Africa
Uganda,2000,282.2046960156834,UGA,Africa
Uganda,2005,399.26637592365506,UGA,Africa
Uganda,2010,949.2661220312295,UGA,Africa
Uganda,2015,781.7208768706018,UGA,Africa
Uganda,2020,857.1360264130907,UGA,Africa
Ukraine,1990,1811.7956635853325,UKR,Europe
Ukraine,1995,986.5773831484654,UKR,Europe
Ukraine,2000,662.3413302939391,UKR,Europe
Ukraine,2005,1902.2362029852156,UKR,Europe
Ukraine,2010,2977.3093005183377,UKR,Europe
Ukraine,2015,2023.6945310946599,UKR,Europe
Ukraine,2020,3566.816467842271,UKR,Europe
United Arab Emirates,1990,27031.513531002307,ARE,Asia
United Arab Emirates,1995,27363.637526416303,ARE,Asia
United Arab Emirates,2000,32271.827681779705,ARE,Asia
United Arab Emirates,2005,42741.884493246354,ARE,Asia
United Arab Emirates,2010,35392.260966969945,ARE,Asia
United Arab Emirates,2015,41525.13890313719,ARE,Asia
United Arab Emirates,2020,37629.17416879823,ARE,Asia
United Kingdom of Great Britain and Northern Ireland,1990,19108.639475779764,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,1995,23205.581891318332,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,2000,28300.016317545156,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,2005,42117.094179862346,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,2010,39602.94856070293,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,2015,44889.83811197808,GBR,Europe
United Kingdom of Great Britain and Northern Ireland,2020,40230.05895175767,GBR,Europe
United Republic of Tanzania,1990,456.4239843282729,TZA,Africa
United Republic of Tanzania,1995,477.11401927733306,TZA,Africa
United Republic of Tanzania,2000,693.8087958954537,TZA,Africa
United Republic of Tanzania,2005,855.42833420022,TZA,Africa
United Republic of Tanzania,2010,1376.5200859942806,TZA,Africa
United Republic of Tanzania,2015,1747.6453847702178,TZA,Africa
United Republic of Tanzania,2020,2156.4368254235897,TZA,Africa
United States,1990,24036.819955610794,USA,Northern America
United States,1995,28757.55857410763,USA,Northern America
United States,2000,36299.590967452335,USA,Northern America
United States,2005,43926.289303353864,USA,Northern America
United States,2010,48360.53864087527,USA,Northern America
United States,2015,56360.325761265805,USA,Northern America
United States,2020,63472.265479110094,USA,Northern America
Uruguay,1990,2964.191000830248,URY,Latin America and the Caribbean
Uruguay,1995,6642.824756146281,URY,Latin America and the Caribbean
Uruguay,2000,6932.471649839925,URY,Latin America and the Caribbean
Uruguay,2005,5233.451652915231,URY,Latin America and the Caribbean
Uruguay,2010,12015.732220634554,URY,Latin America and the Caribbean
Uruguay,2015,16774.55541103884,URY,Latin America and the Caribbean
Uruguay,2020,15650.499427512676,URY,Latin America and the Caribbean
Uzbekistan,1990,858.6326477308116,UZB,Asia
Uzbekistan,1995,702.5543166642248,UZB,Asia
Uzbekistan,2000,662.7887137056989,UZB,Asia
Uzbekistan,2005,642.9360118459826,UZB,Asia
Uzbekistan,2010,1747.7320245961803,UZB,Asia
Uzbekistan,2015,2785.069093286711,UZB,Asia
Uzbekistan,2020,1796.322983360669,UZB,Asia
Vanuatu,1990,1136.5433713503312,VUT,Oceania
Vanuatu,1995,1597.9727728463288,VUT,Oceania
Vanuatu,2000,1379.5475350101146,VUT,Oceania
Vanuatu,2005,1814.8178201011378,VUT,Oceania
Vanuatu,2010,2855.1455682518445,VUT,Oceania
Vanuatu,2015,2748.136167070772,VUT,Oceania
Vanuatu,2020,2917.7568490893273,VUT,Oceania
Venezuela (Bolivarian Republic of),1990,2381.9355555187676,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),1995,3387.6547492237664,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2000,4795.653290840747,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2005,5456.325744843945,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2010,13714.273755236909,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2015,11256.63404602796,VEN,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2020,3716.9002089130126,VEN,Latin America and the Caribbean
Viet Nam,1990,96.71935686751104,VNM,Asia
Viet Nam,1995,281.1348728572392,VNM,Asia
Viet Nam,2000,394.5845235440743,VNM,Asia
Viet Nam,2005,693.1898425149187,VNM,Asia
Viet Nam,2010,1684.0117730825957,VNM,Asia
Viet Nam,2015,2595.234843654666,VNM,Asia
Viet Nam,2020,3586.347175792472,VNM,Asia
World,1990,4335.912945080578,WLD,World
World,1995,5449.943835207751,WLD,World
World,2000,5497.06838612828,WLD,World
World,2005,7293.113762983007,WLD,World
World,2010,9541.243907592161,WLD,World
World,2015,10160.821886379676,WLD,World
World,2020,10905.09588780397,WLD,World
Yemen,1990,301.2064902593837,YEM,Asia
Yemen,1995,368.53319569102104,YEM,Asia
Yemen,2000,583.2163723317674,YEM,Asia
Yemen,2005,893.0846023543727,YEM,Asia
Yemen,2010,1249.0631776441708,YEM,Asia
Yemen,2015,870.333596360088,YEM,Asia
Yemen,2020,291.6790742882007,YEM,Asia
Zambia,1990,493.70445580168,ZMB,Africa
Zambia,1995,438.38540859732154,ZMB,Africa
Zambia,2000,364.02596987009764,ZMB,Africa
Zambia,2005,720.4459695516199,ZMB,Africa
Zambia,2010,1469.349922466278,ZMB,Africa
Zambia,2015,1283.9822575035332,ZMB,Africa
Zambia,2020,954.3561275097916,ZMB,Africa
Zimbabwe,1990,1340.743010233547,ZWE,Africa
Zimbabwe,1995,1006.2981888097379,ZWE,Africa
Zimbabwe,2000,736.8613496474259,ZWE,Africa
Zimbabwe,2005,588.0766631440324,ZWE,Africa
Zimbabwe,2010,937.8403381960628,ZWE,Africa
Zimbabwe,2015,1410.329174548781,ZWE,Africa
Zimbabwe,2020,1382.5914262626911,ZWE,Africa
